Extension;Load;Strain 1
86.25;2511.28;-1.813
86.27;2511.31;-1.813
86.28;2512.14;-1.813
86.3;2511.59;-1.813
86.32;2511.52;-1.813
86.33;2511.07;-1.813
86.35;2511.17;-1.813
86.37;2511.51;-1.813
86.38;2511.74;-1.813
86.4;2512.26;-1.813
86.42;2511.79;-1.813
86.43;2511.25;-1.813
86.45;2511.57;-1.813
86.47;2511.05;-1.813
86.48;2510.62;-1.814
86.5;2511.09;-1.813
86.52;2511.01;-1.813
86.53;2511.16;-1.813
86.55;2511.58;-1.813
86.57;2511.02;-1.813
86.58;2511.15;-1.813
86.6;2510.85;-1.813
86.62;2510.65;-1.813
86.63;2510.85;-1.813
86.65;2511.34;-1.813
86.67;2511.44;-1.813
86.68;2511.28;-1.813
86.7;2511.47;-1.813
86.72;2510.59;-1.813
86.73;2510.79;-1.813
86.75;2511.2;-1.813
86.77;2511.14;-1.813
86.78;2511.76;-1.813
86.8;2511.83;-1.813
86.82;2511.33;-1.813
86.83;2510.87;-1.813
86.85;2510.97;-1.814
86.87;2510.39;-1.814
86.88;2511.24;-1.814
86.9;2511.29;-1.814
86.92;2512.06;-1.813
86.93;2511.87;-1.813
86.95;2511.62;-1.813
86.97;2511.22;-1.813
86.98;2511.43;-1.813
87;2511.61;-1.813
87.02;2511.31;-1.813
87.03;2511.88;-1.813
87.05;2512.53;-1.813
87.07;2512;-1.813
87.08;2511.93;-1.813
87.1;2512.19;-1.813
87.12;2511.82;-1.813
87.13;2511.73;-1.813
87.15;2512.14;-1.813
87.17;2511.54;-1.814
87.18;2511.87;-1.813
87.2;2512.12;-1.813
87.22;2511.81;-1.813
87.23;2511.4;-1.813
87.25;2510.94;-1.813
87.27;2510.8;-1.813
87.28;2511.73;-1.813
87.3;2511.35;-1.813
87.32;2511.5;-1.813
87.33;2511.28;-1.813
87.35;2511.52;-1.813
87.37;2510.89;-1.813
87.38;2511.12;-1.813
87.4;2511.05;-1.813
87.42;2511.03;-1.813
87.43;2511.24;-1.813
87.45;2511.28;-1.813
87.47;2511.49;-1.813
87.48;2511.45;-1.813
87.5;2512;-1.813
87.52;2511.51;-1.814
87.53;2511.48;-1.814
87.55;2510.91;-1.814
87.57;2511.09;-1.814
87.58;2511.61;-1.814
87.6;2512.01;-1.814
87.62;2512.18;-1.814
87.63;2512.03;-1.813
87.65;2512.05;-1.813
87.67;2512.42;-1.813
87.68;2512.48;-1.813
87.7;2512.45;-1.813
87.72;2512.71;-1.813
87.73;2512.6;-1.813
87.75;2513.28;-1.813
87.77;2513.07;-1.813
87.78;2513.55;-1.813
87.8;2512.98;-1.813
87.82;2512.85;-1.813
87.83;2513.8;-1.813
87.85;2514.51;-1.813
87.87;2514.74;-1.813
87.88;2514.65;-1.813
87.9;2514.72;-1.814
87.92;2514.4;-1.814
87.93;2514.64;-1.814
87.95;2515.19;-1.814
87.97;2514.91;-1.814
87.98;2515.17;-1.814
88;2516.04;-1.814
88.02;2515.53;-1.814
88.03;2515.61;-1.814
88.05;2514.92;-1.814
88.07;2515.2;-1.813
88.08;2515.58;-1.813
88.1;2515.97;-1.813
88.12;2516.05;-1.813
88.13;2515.92;-1.813
88.15;2516.49;-1.813
88.17;2516.42;-1.813
88.18;2516.41;-1.813
88.2;2516.26;-1.813
88.22;2516.77;-1.814
88.23;2516.89;-1.814
88.25;2516.15;-1.814
88.27;2517.32;-1.814
88.28;2517.73;-1.814
88.3;2517.6;-1.814
88.32;2517.03;-1.814
88.33;2516.86;-1.813
88.35;2517.38;-1.814
88.37;2516.79;-1.814
88.38;2517.32;-1.813
88.4;2517.24;-1.814
88.42;2517.42;-1.814
88.43;2517.22;-1.813
88.45;2516.97;-1.813
88.47;2517.08;-1.813
88.48;2517.1;-1.813
88.5;2517.24;-1.813
88.52;2517.21;-1.813
88.53;2517.51;-1.813
88.55;2516.95;-1.813
88.57;2517.76;-1.813
88.58;2517.96;-1.813
88.6;2518;-1.813
88.62;2517.75;-1.814
88.63;2517.07;-1.814
88.65;2517.17;-1.814
88.67;2517.6;-1.814
88.68;2518.17;-1.814
88.7;2518.02;-1.814
88.72;2517.86;-1.814
88.73;2517.24;-1.814
88.75;2517.18;-1.814
88.77;2517.16;-1.813
88.78;2517.11;-1.813
88.8;2516.71;-1.813
88.82;2517.05;-1.813
88.83;2517.07;-1.813
88.85;2516.36;-1.814
88.87;2515.93;-1.813
88.88;2516.59;-1.814
88.9;2515.83;-1.814
88.92;2516.12;-1.814
88.93;2515.94;-1.814
88.95;2516.34;-1.814
88.97;2516.21;-1.814
88.98;2516.01;-1.814
89;2516.49;-1.814
89.02;2516.21;-1.814
89.03;2515.76;-1.814
89.05;2515.96;-1.814
89.07;2515.96;-1.814
89.08;2516.14;-1.814
89.1;2516.51;-1.814
89.12;2516.37;-1.814
89.13;2516.18;-1.814
89.15;2516.05;-1.813
89.17;2516.29;-1.814
89.18;2515.88;-1.813
89.2;2515.36;-1.813
89.22;2515.28;-1.813
89.23;2515.89;-1.813
89.25;2516.52;-1.813
89.27;2515.65;-1.813
89.28;2514.72;-1.814
89.3;2515.08;-1.814
89.32;2514.69;-1.814
89.33;2514.55;-1.814
89.35;2514.49;-1.814
89.37;2514.39;-1.814
89.38;2515.38;-1.814
89.4;2514.99;-1.814
89.42;2514.81;-1.814
89.43;2514.3;-1.814
89.45;2514.32;-1.814
89.47;2514.1;-1.814
89.48;2514.17;-1.814
89.5;2514.46;-1.813
89.52;2514.38;-1.814
89.53;2514.06;-1.814
89.55;2513.08;-1.813
89.57;2513.18;-1.814
89.58;2513.39;-1.813
89.6;2513.31;-1.814
89.62;2513.82;-1.814
89.63;2513.78;-1.814
89.65;2513.6;-1.814
89.67;2513.48;-1.814
89.68;2512.6;-1.814
89.7;2511.8;-1.814
89.72;2511.79;-1.814
89.73;2512.21;-1.814
89.75;2512.34;-1.814
89.77;2512.47;-1.814
89.78;2512.57;-1.814
89.8;2512.72;-1.814
89.82;2512.38;-1.814
89.83;2511.81;-1.814
89.85;2510.77;-1.814
89.87;2511.35;-1.814
89.88;2512.04;-1.813
89.9;2512;-1.813
89.92;2512.26;-1.814
89.93;2511.82;-1.813
89.95;2510.91;-1.814
89.97;2511.29;-1.814
89.98;2510.79;-1.814
90;2511.04;-1.814
90.02;2511.17;-1.814
90.03;2511.42;-1.814
90.05;2511.72;-1.814
90.07;2511.78;-1.814
90.08;2510.92;-1.814
90.1;2510.97;-1.814
90.12;2510.61;-1.814
90.13;2510.28;-1.814
90.15;2509.96;-1.814
90.17;2510.14;-1.814
90.18;2510.15;-1.814
90.2;2510.94;-1.814
90.22;2510.63;-1.814
90.23;2510.65;-1.814
90.25;2510.86;-1.814
90.27;2510.35;-1.814
90.28;2510.21;-1.814
90.3;2510.81;-1.814
90.32;2510.58;-1.814
90.33;2510.92;-1.813
90.35;2511.26;-1.813
90.37;2510.51;-1.814
90.38;2509.98;-1.814
90.4;2510.39;-1.814
90.42;2510.54;-1.814
90.43;2510.47;-1.814
90.45;2511.04;-1.814
90.47;2510.65;-1.814
90.48;2510.67;-1.814
90.5;2509.93;-1.814
90.52;2509.34;-1.814
90.53;2509.78;-1.814
90.55;2509.98;-1.814
90.57;2510.19;-1.814
90.58;2510.45;-1.814
90.6;2510.46;-1.814
90.62;2511.21;-1.814
90.63;2510.23;-1.814
90.65;2509.47;-1.814
90.67;2509.21;-1.814
90.68;2509.59;-1.814
90.7;2510.56;-1.814
90.72;2510.23;-1.814
90.73;2510.5;-1.814
90.75;2510.94;-1.814
90.77;2510.33;-1.814
90.78;2510.47;-1.814
90.8;2510.38;-1.814
90.82;2510.59;-1.814
90.83;2510;-1.814
90.85;2509.87;-1.814
90.87;2509.96;-1.814
90.88;2510.23;-1.814
90.9;2510.18;-1.814
90.92;2509.45;-1.814
90.93;2508.98;-1.814
90.95;2508.9;-1.814
90.97;2509.4;-1.814
90.98;2508.7;-1.814
91;2508.86;-1.814
91.02;2509.28;-1.813
91.03;2508.84;-1.814
91.05;2508.69;-1.813
91.07;2508.1;-1.814
91.08;2507.92;-1.814
91.1;2508.59;-1.814
91.12;2508.66;-1.814
91.13;2508.74;-1.814
91.15;2508.69;-1.814
91.17;2508.6;-1.814
91.18;2508.02;-1.814
91.2;2508.09;-1.814
91.22;2508.05;-1.814
91.23;2508.21;-1.814
91.25;2507.73;-1.814
91.27;2508.32;-1.814
91.28;2508.86;-1.814
91.3;2507.91;-1.814
91.32;2508.07;-1.814
91.33;2507.31;-1.814
91.35;2507.85;-1.814
91.37;2507.48;-1.814
91.38;2507.38;-1.814
91.4;2507.99;-1.814
91.42;2508.21;-1.814
91.43;2508.53;-1.814
91.45;2508.09;-1.814
91.47;2507.04;-1.814
91.48;2507.55;-1.814
91.5;2507.48;-1.814
91.52;2507.88;-1.814
91.53;2507.6;-1.814
91.55;2508.5;-1.814
91.57;2508.24;-1.814
91.58;2508.2;-1.814
91.6;2507.62;-1.814
91.62;2507.73;-1.814
91.63;2507.42;-1.814
91.65;2507.28;-1.814
91.67;2507.51;-1.814
91.68;2507.83;-1.814
91.7;2507.43;-1.814
91.72;2507.44;-1.814
91.73;2507.16;-1.814
91.75;2506.9;-1.814
91.77;2506.92;-1.814
91.78;2507.07;-1.814
91.8;2507.32;-1.814
91.82;2506.9;-1.814
91.83;2506.77;-1.814
91.85;2507.83;-1.814
91.87;2507.43;-1.814
91.88;2506.9;-1.814
91.9;2506.63;-1.814
91.92;2507.37;-1.814
91.93;2507.73;-1.814
91.95;2507.15;-1.814
91.97;2507.44;-1.814
91.98;2507.26;-1.814
92;2507.24;-1.814
92.02;2507.62;-1.814
92.03;2507.34;-1.814
92.05;2507.09;-1.814
92.07;2507.27;-1.814
92.08;2507.26;-1.814
92.1;2507.59;-1.814
92.12;2507.8;-1.814
92.13;2507.21;-1.814
92.15;2506.62;-1.814
92.17;2506.79;-1.814
92.18;2506.53;-1.814
92.2;2507.95;-1.814
92.22;2507.71;-1.814
92.23;2507.41;-1.814
92.25;2507.87;-1.814
92.27;2508.39;-1.814
92.28;2507.62;-1.814
92.3;2507.44;-1.814
92.32;2507.18;-1.814
92.33;2507.79;-1.814
92.35;2507.68;-1.814
92.37;2508.03;-1.814
92.38;2508.31;-1.814
92.4;2507.87;-1.814
92.42;2508.05;-1.814
92.43;2508.71;-1.814
92.45;2508.42;-1.814
92.47;2508.69;-1.814
92.48;2507.95;-1.814
92.5;2509.3;-1.814
92.52;2508.85;-1.814
92.53;2508.42;-1.814
92.55;2508.45;-1.814
92.57;2508.58;-1.814
92.58;2508.77;-1.814
92.6;2509.65;-1.814
92.62;2509.8;-1.814
92.63;2510.08;-1.814
92.65;2510.22;-1.814
92.67;2509.4;-1.814
92.68;2509.75;-1.814
92.7;2509.71;-1.814
92.72;2509.36;-1.814
92.73;2510.16;-1.814
92.75;2510.08;-1.814
92.77;2510.69;-1.814
92.78;2510.79;-1.814
92.8;2510.64;-1.814
92.82;2510.94;-1.814
92.83;2510.45;-1.814
92.85;2510.9;-1.814
92.87;2510.9;-1.814
92.88;2511.16;-1.814
92.9;2511.56;-1.814
92.92;2511.56;-1.814
92.93;2511.07;-1.814
92.95;2510.74;-1.814
92.97;2510.7;-1.814
92.98;2510.3;-1.814
93;2510.8;-1.814
93.02;2510.76;-1.814
93.03;2510.99;-1.814
93.05;2511.42;-1.814
93.07;2511.13;-1.814
93.08;2510.93;-1.814
93.1;2511.01;-1.814
93.12;2510.26;-1.814
93.13;2510.12;-1.814
93.15;2510.92;-1.814
93.17;2511.3;-1.814
93.18;2511.89;-1.814
93.2;2511.17;-1.814
93.22;2510.88;-1.814
93.23;2510.45;-1.814
93.25;2510.48;-1.814
93.27;2510.09;-1.814
93.28;2510.72;-1.814
93.3;2511.18;-1.814
93.32;2511.49;-1.814
93.33;2510.88;-1.814
93.35;2510.42;-1.814
93.37;2509.49;-1.814
93.38;2509.82;-1.814
93.4;2510.22;-1.814
93.42;2510.91;-1.814
93.43;2510.42;-1.814
93.45;2510.71;-1.814
93.47;2509.85;-1.814
93.48;2509.95;-1.814
93.5;2510.23;-1.814
93.52;2510.57;-1.814
93.53;2509.97;-1.814
93.55;2510.56;-1.814
93.57;2510.92;-1.814
93.58;2511.53;-1.814
93.6;2510.59;-1.814
93.62;2510.55;-1.814
93.63;2509.78;-1.814
93.65;2509.89;-1.814
93.67;2509.79;-1.814
93.68;2509.76;-1.814
93.7;2510.48;-1.814
93.72;2510.2;-1.814
93.73;2511.06;-1.814
93.75;2509.97;-1.814
93.77;2509.58;-1.814
93.78;2509.22;-1.814
93.8;2509.62;-1.814
93.82;2509.67;-1.814
93.83;2509.79;-1.814
93.85;2509.74;-1.814
93.87;2509.75;-1.814
93.88;2509.55;-1.814
93.9;2509.86;-1.814
93.92;2509.91;-1.814
93.93;2509.15;-1.814
93.95;2509.92;-1.814
93.97;2509.84;-1.814
93.98;2510.4;-1.814
94;2510.22;-1.814
94.02;2509.42;-1.814
94.03;2509.45;-1.814
94.05;2509.09;-1.814
94.07;2509.21;-1.814
94.08;2508.81;-1.814
94.1;2509.05;-1.814
94.12;2509.17;-1.814
94.13;2509.63;-1.814
94.15;2508.71;-1.814
94.17;2508.65;-1.814
94.18;2508.34;-1.814
94.2;2508.04;-1.814
94.22;2508.62;-1.814
94.23;2508.88;-1.814
94.25;2508.51;-1.814
94.27;2508.48;-1.814
94.28;2508.24;-1.814
94.3;2508.73;-1.814
94.32;2507.69;-1.814
94.33;2507.81;-1.814
94.35;2507.89;-1.814
94.37;2508.72;-1.814
94.38;2508.53;-1.814
94.4;2508.44;-1.814
94.42;2508;-1.814
94.43;2507.53;-1.814
94.45;2507.88;-1.814
94.47;2507.86;-1.814
94.48;2507.9;-1.814
94.5;2508.23;-1.814
94.52;2508.22;-1.814
94.53;2508.31;-1.814
94.55;2507.77;-1.814
94.57;2507.11;-1.814
94.58;2506.89;-1.814
94.6;2507.12;-1.814
94.62;2506.91;-1.814
94.63;2506.91;-1.814
94.65;2507.38;-1.814
94.67;2507.58;-1.814
94.68;2506.55;-1.814
94.7;2506.57;-1.814
94.72;2506.83;-1.814
94.73;2506.79;-1.814
94.75;2506.99;-1.814
94.77;2506.13;-1.814
94.78;2506.65;-1.814
94.8;2507.39;-1.814
94.82;2507.25;-1.814
94.83;2506.91;-1.814
94.85;2506.99;-1.814
94.87;2507.23;-1.814
94.88;2507.11;-1.814
94.9;2507.06;-1.814
94.92;2506.96;-1.814
94.93;2507.33;-1.814
94.95;2507.19;-1.814
94.97;2506.85;-1.814
94.98;2505.99;-1.814
95;2506.12;-1.814
95.02;2505.79;-1.814
95.03;2505.56;-1.814
95.05;2506.21;-1.814
95.07;2506.15;-1.814
95.08;2505.79;-1.814
95.1;2506.6;-1.814
95.12;2506.42;-1.814
95.13;2506.3;-1.814
95.15;2506.23;-1.814
95.17;2505.71;-1.814
95.18;2505.64;-1.814
95.2;2506.57;-1.814
95.22;2506.74;-1.814
95.23;2506.73;-1.814
95.25;2506.26;-1.814
95.27;2506.34;-1.814
95.28;2505.52;-1.814
95.3;2505.31;-1.814
95.32;2505.35;-1.814
95.33;2505.45;-1.814
95.35;2505.56;-1.814
95.37;2506.01;-1.814
95.38;2505.57;-1.814
95.4;2505;-1.814
95.42;2505.44;-1.814
95.43;2505.18;-1.814
95.45;2506.02;-1.814
95.47;2505.7;-1.814
95.48;2506.21;-1.814
95.5;2505.66;-1.814
95.52;2505.96;-1.814
95.53;2505.63;-1.814
95.55;2505.48;-1.814
95.57;2505.43;-1.814
95.58;2505.88;-1.814
95.6;2506.21;-1.814
95.62;2506.79;-1.814
95.63;2506.53;-1.814
95.65;2506.76;-1.814
95.67;2506.89;-1.814
95.68;2506.42;-1.814
95.7;2506.61;-1.814
95.72;2506.5;-1.814
95.73;2506.65;-1.814
95.75;2506.82;-1.814
95.77;2507.51;-1.814
95.78;2507.94;-1.814
95.8;2507.46;-1.814
95.82;2507.37;-1.814
95.83;2507.04;-1.814
95.85;2506.65;-1.814
95.87;2506.62;-1.814
95.88;2507.28;-1.814
95.9;2507.38;-1.814
95.92;2507.19;-1.814
95.93;2506.89;-1.814
95.95;2507.11;-1.814
95.97;2506.74;-1.814
95.98;2506.8;-1.814
96;2507.26;-1.814
96.02;2507.64;-1.814
96.03;2507.65;-1.814
96.05;2507.04;-1.814
96.07;2506.64;-1.814
96.08;2506.64;-1.814
96.1;2506.47;-1.814
96.12;2506.3;-1.814
96.13;2506.92;-1.814
96.15;2506.55;-1.814
96.17;2506.7;-1.814
96.18;2506.97;-1.814
96.2;2506.49;-1.814
96.22;2505.53;-1.814
96.23;2505.85;-1.814
96.25;2505.84;-1.814
96.27;2505.67;-1.814
96.28;2506.13;-1.814
96.3;2505.72;-1.814
96.32;2506.12;-1.814
96.33;2506.06;-1.814
96.35;2505.6;-1.814
96.37;2505.43;-1.814
96.38;2504.99;-1.814
96.4;2505.62;-1.814
96.42;2505.88;-1.814
96.43;2505.99;-1.814
96.45;2506.32;-1.814
96.47;2505.5;-1.814
96.48;2505.27;-1.814
96.5;2505.46;-1.814
96.52;2505.61;-1.814
96.53;2505.63;-1.814
96.55;2505.5;-1.814
96.57;2506.39;-1.814
96.58;2506.77;-1.814
96.6;2506.19;-1.814
96.62;2505.46;-1.814
96.63;2504.94;-1.814
96.65;2505.13;-1.814
96.67;2505.91;-1.814
96.68;2505.57;-1.814
96.7;2506.72;-1.814
96.72;2506.5;-1.814
96.73;2506.36;-1.814
96.75;2506.12;-1.814
96.77;2506.1;-1.814
96.78;2506.32;-1.814
96.8;2506.33;-1.814
96.82;2505.69;-1.814
96.83;2506.44;-1.814
96.85;2506.61;-1.814
96.87;2506.61;-1.814
96.88;2506.7;-1.814
96.9;2506.04;-1.814
96.92;2506.19;-1.814
96.93;2506.72;-1.814
96.95;2507.16;-1.814
96.97;2507.32;-1.814
96.98;2507.24;-1.814
97;2507.49;-1.814
97.02;2506.87;-1.814
97.03;2507.05;-1.814
97.05;2506.38;-1.814
97.07;2507.18;-1.814
97.08;2507.23;-1.814
97.1;2508.06;-1.814
97.12;2507.6;-1.814
97.13;2508.17;-1.814
97.15;2507.86;-1.814
97.17;2507.59;-1.814
97.18;2507.54;-1.814
97.2;2507.94;-1.814
97.22;2508.33;-1.814
97.23;2508.61;-1.814
97.25;2508.97;-1.814
97.27;2508.69;-1.814
97.28;2508.45;-1.814
97.3;2508.5;-1.814
97.32;2508.14;-1.814
97.33;2507.83;-1.814
97.35;2508.7;-1.814
97.37;2508.69;-1.814
97.38;2508.04;-1.814
97.4;2509.31;-1.814
97.42;2508.92;-1.814
97.43;2508.89;-1.814
97.45;2508.24;-1.814
97.47;2508.56;-1.814
97.48;2509.13;-1.814
97.5;2509.08;-1.814
97.52;2509.22;-1.814
97.53;2509.36;-1.814
97.55;2509.27;-1.814
97.57;2509.46;-1.814
97.58;2509.59;-1.814
97.6;2509.88;-1.814
97.62;2509.15;-1.814
97.63;2509.98;-1.814
97.65;2510.26;-1.814
97.67;2510.58;-1.814
97.68;2510.38;-1.814
97.7;2509.97;-1.814
97.72;2510.39;-1.814
97.73;2510.37;-1.814
97.75;2510.7;-1.814
97.77;2510.48;-1.814
97.78;2510.76;-1.814
97.8;2510.87;-1.814
97.82;2511.19;-1.814
97.83;2511.43;-1.814
97.85;2510.7;-1.814
97.87;2510.95;-1.814
97.88;2511.43;-1.814
97.9;2511.29;-1.814
97.92;2511.41;-1.814
97.93;2511.64;-1.814
97.95;2511.96;-1.814
97.97;2512.11;-1.814
97.98;2511.73;-1.814
98;2512.15;-1.814
98.02;2511.78;-1.814
98.03;2512.09;-1.814
98.05;2512.58;-1.814
98.07;2513.17;-1.814
98.08;2513.03;-1.814
98.1;2512.84;-1.814
98.12;2512.49;-1.814
98.13;2512.37;-1.814
98.15;2512.87;-1.814
98.17;2512.32;-1.814
98.18;2512.49;-1.814
98.2;2512.3;-1.814
98.22;2512.54;-1.814
98.23;2512.67;-1.814
98.25;2512.49;-1.814
98.27;2512.44;-1.814
98.28;2512.05;-1.814
98.3;2512.28;-1.814
98.32;2512.02;-1.814
98.33;2512.02;-1.814
98.35;2511.84;-1.814
98.37;2511.84;-1.814
98.38;2511.11;-1.814
98.4;2511.32;-1.814
98.42;2510.88;-1.814
98.43;2510.9;-1.814
98.45;2510.85;-1.814
98.47;2510.8;-1.814
98.48;2510.18;-1.814
98.5;2510.5;-1.814
98.52;2510.93;-1.814
98.53;2510.31;-1.814
98.55;2510.29;-1.814
98.57;2510.51;-1.814
98.58;2510.3;-1.814
98.6;2510.44;-1.814
98.62;2510.24;-1.814
98.63;2510.15;-1.814
98.65;2509.95;-1.814
98.67;2509.25;-1.814
98.68;2508.5;-1.814
98.7;2508.94;-1.814
98.72;2509.04;-1.814
98.73;2509.52;-1.814
98.75;2509.15;-1.814
98.77;2509.59;-1.814
98.78;2509.07;-1.814
98.8;2509.32;-1.814
98.82;2508.7;-1.814
98.83;2509.03;-1.814
98.85;2508.6;-1.814
98.87;2508.74;-1.814
98.88;2509.06;-1.814
98.9;2509.15;-1.814
98.92;2508.8;-1.814
98.93;2509.04;-1.814
98.95;2508.38;-1.814
98.97;2508.85;-1.814
98.98;2509;-1.814
99;2508.49;-1.814
99.02;2508.72;-1.814
99.03;2508.96;-1.814
99.05;2509.48;-1.814
99.07;2508.88;-1.814
99.08;2508.65;-1.814
99.1;2508.49;-1.814
99.12;2508.92;-1.814
99.13;2509.96;-1.814
99.15;2508.83;-1.814
99.17;2509.19;-1.814
99.18;2508.91;-1.814
99.2;2509.74;-1.814
99.22;2509.33;-1.814
99.23;2508.89;-1.814
99.25;2509.29;-1.814
99.27;2508.97;-1.814
99.28;2509.54;-1.814
99.3;2509.68;-1.814
99.32;2509.87;-1.814
99.33;2510;-1.814
99.35;2509.65;-1.814
99.37;2509.83;-1.814
99.38;2509.71;-1.814
99.4;2509.75;-1.814
99.42;2509.96;-1.814
99.43;2509.38;-1.814
99.45;2510.17;-1.814
99.47;2510.21;-1.814
99.48;2508.86;-1.814
99.5;2510.02;-1.814
99.52;2509.59;-1.814
99.53;2510.34;-1.814
99.55;2509.81;-1.814
99.57;2510.42;-1.814
99.58;2510.42;-1.814
99.6;2511.31;-1.814
99.62;2510.87;-1.814
99.63;2510.6;-1.814
99.65;2510.5;-1.814
99.67;2511.09;-1.814
99.68;2511.76;-1.814
99.7;2511.83;-1.814
99.72;2511.52;-1.814
99.73;2512.37;-1.814
99.75;2512.7;-1.814
99.77;2511.93;-1.814
99.78;2512.17;-1.814
99.8;2512.51;-1.814
99.82;2512.78;-1.814
99.83;2512.89;-1.814
99.85;2512.69;-1.814
99.87;2512.92;-1.814
99.88;2512.72;-1.814
99.9;2513.23;-1.814
99.92;2513.32;-1.814
99.93;2513.36;-1.814
99.95;2513.52;-1.814
99.97;2512.96;-1.814
99.98;2513.41;-1.814
100;2513.73;-1.814
100.02;2513.78;-1.814
100.03;2514.48;-1.814
100.05;2514.27;-1.814
100.07;2513.95;-1.814
100.08;2514.35;-1.814
100.1;2515.8;-1.814
100.12;2514.95;-1.814
100.13;2514.8;-1.814
100.15;2514.54;-1.814
100.17;2514.52;-1.814
100.18;2515.09;-1.814
100.2;2515.11;-1.814
100.22;2515.34;-1.814
100.23;2515.31;-1.814
100.25;2515.47;-1.814
100.27;2515.27;-1.814
100.28;2515.31;-1.814
100.3;2514.75;-1.814
100.32;2514.59;-1.814
100.33;2515.16;-1.814
100.35;2515.78;-1.814
100.37;2515.6;-1.814
100.38;2515.82;-1.814
100.4;2515.65;-1.814
100.42;2515.68;-1.814
100.43;2515.31;-1.814
100.45;2516.39;-1.814
100.47;2516.16;-1.814
100.48;2515.75;-1.814
100.5;2516.06;-1.814
100.52;2516.7;-1.814
100.53;2516.69;-1.814
100.55;2517.12;-1.814
100.57;2516.22;-1.814
100.58;2516.03;-1.814
100.6;2516.1;-1.814
100.62;2516.11;-1.814
100.63;2516.19;-1.814
100.65;2516.44;-1.814
100.67;2516.37;-1.814
100.68;2516.26;-1.814
100.7;2515.97;-1.814
100.72;2515.96;-1.814
100.73;2515.96;-1.814
100.75;2516.18;-1.814
100.77;2516.08;-1.814
100.78;2516.19;-1.814
100.8;2515.43;-1.814
100.82;2515.62;-1.814
100.83;2515.03;-1.814
100.85;2515.38;-1.814
100.87;2516.1;-1.814
100.88;2515.99;-1.814
100.9;2516.19;-1.814
100.92;2516.59;-1.814
100.93;2515.63;-1.814
100.95;2515.81;-1.814
100.97;2515.42;-1.814
100.98;2515.28;-1.814
101;2515.67;-1.814
101.02;2515.99;-1.814
101.03;2515.97;-1.814
101.05;2515.55;-1.814
101.07;2515.12;-1.814
101.08;2514.41;-1.814
101.1;2514.21;-1.814
101.12;2514.68;-1.814
101.13;2514.86;-1.814
101.15;2514.16;-1.814
101.17;2514.55;-1.814
101.18;2514.77;-1.814
101.2;2514.52;-1.814
101.22;2514.23;-1.814
101.23;2514.06;-1.814
101.25;2514.3;-1.814
101.27;2515.09;-1.814
101.28;2514.36;-1.814
101.3;2513.81;-1.814
101.32;2513.98;-1.814
101.33;2514.37;-1.814
101.35;2514.44;-1.814
101.37;2513.99;-1.814
101.38;2513.81;-1.814
101.4;2514.16;-1.814
101.42;2514.86;-1.814
101.43;2514.14;-1.814
101.45;2514.15;-1.814
101.47;2513.81;-1.814
101.48;2513.65;-1.814
101.5;2513.96;-1.814
101.52;2512.95;-1.814
101.53;2512.99;-1.814
101.55;2513.5;-1.814
101.57;2513.37;-1.814
101.58;2513.28;-1.814
101.6;2512.34;-1.814
101.62;2512.73;-1.814
101.63;2512.73;-1.814
101.65;2512.83;-1.814
101.67;2512.97;-1.814
101.68;2512.08;-1.814
101.7;2511.99;-1.814
101.72;2512.63;-1.814
101.73;2513.18;-1.814
101.75;2513.6;-1.814
101.77;2513.02;-1.814
101.78;2512.7;-1.814
101.8;2512.5;-1.814
101.82;2512.48;-1.814
101.83;2512.52;-1.814
101.85;2512.72;-1.814
101.87;2512.64;-1.814
101.88;2512.1;-1.814
101.9;2512.18;-1.814
101.92;2513.12;-1.814
101.93;2512.44;-1.814
101.95;2512.47;-1.814
101.97;2513.07;-1.814
101.98;2512.5;-1.814
102;2512.61;-1.814
102.02;2513.01;-1.814
102.03;2512.47;-1.814
102.05;2512.49;-1.814
102.07;2513.19;-1.814
102.08;2512.87;-1.814
102.1;2512.82;-1.814
102.12;2512.96;-1.814
102.13;2513.15;-1.814
102.15;2513.34;-1.814
102.17;2513.09;-1.814
102.18;2513.38;-1.814
102.2;2513.54;-1.814
102.22;2513.71;-1.814
102.23;2513.86;-1.814
102.25;2513.69;-1.814
102.27;2513.02;-1.814
102.28;2512.83;-1.814
102.3;2513.4;-1.814
102.32;2513.27;-1.814
102.33;2513.59;-1.814
102.35;2513.31;-1.814
102.37;2513.5;-1.814
102.38;2512.91;-1.814
102.4;2512.8;-1.814
102.42;2513.95;-1.814
102.43;2513.54;-1.814
102.45;2513.8;-1.814
102.47;2513.3;-1.814
102.48;2513.57;-1.814
102.5;2513.69;-1.814
102.52;2513.33;-1.814
102.53;2513.59;-1.814
102.55;2513.39;-1.814
102.57;2513.49;-1.814
102.58;2513.32;-1.814
102.6;2513.21;-1.814
102.62;2512.45;-1.814
102.63;2513.43;-1.814
102.65;2513.38;-1.814
102.67;2513.7;-1.814
102.68;2513.39;-1.814
102.7;2513.09;-1.814
102.72;2513.95;-1.814
102.73;2513.36;-1.814
102.75;2513.09;-1.814
102.77;2512.99;-1.814
102.78;2512.46;-1.814
102.8;2513.06;-1.814
102.82;2512.89;-1.814
102.83;2512.84;-1.814
102.85;2513.05;-1.814
102.87;2512.86;-1.814
102.88;2513.77;-1.814
102.9;2513.07;-1.814
102.92;2513.45;-1.814
102.93;2513.74;-1.814
